company,category,likely_workflow,matched_pack_or_skin,priority,verification_status
MetLife,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
New York Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Northwestern Mutual,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
MassMutual,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Lincoln Financial Group,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Principal Financial Group,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Guardian Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Pacific Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Transamerica,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Aflac,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Unum,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Cigna,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
The Cigna Group,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Anthem,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Aetna,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Centene,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Molina Healthcare,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Kaiser Permanente,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Blue Cross Blue Shield Association,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
HCSC,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
GuideWell,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Highmark Health,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Tokio Marine,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
MS&AD Insurance Group,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Sompo Holdings,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Oscar Health,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Clover Health,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Bright Health,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Devoted Health,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Alignment Healthcare,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
Allianz Partners,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Bupa,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Manulife,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Sun Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Great-West Lifeco,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Canada Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Intact Financial,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Desjardins Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Fairfax Financial,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Aviva Canada,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
QBE Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Suncorp,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Insurance Australia Group,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Medibank,Healthcare Operations,"Healthcare operations, intake, documentation, routing, escalation, and recovery-path review",Healthcare Operations Agent Diagnostic Pack,High,unverified
AIA Group,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Ping An Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
China Life Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
China Pacific Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
PICC,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
New China Life Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
People’s Insurance Company of China,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Taikang Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Cathay Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Fubon Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Samsung Life,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Samsung Fire & Marine Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
DB Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Hyundai Marine & Fire Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Dai-ichi Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Nippon Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Meiji Yasuda Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Sompo Japan,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
MSIG,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Tokio Marine Nichido,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Bajaj Allianz,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
HDFC Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ICICI Prudential Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ICICI Lombard,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
SBI Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
LIC,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Max Life Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Tata AIG,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Reliance General Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Aditya Birla Sun Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Mapfre,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Mutua Madrileña,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Ageas,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
NN Group,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Aegon,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Achmea,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Gjensidige,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Tryg,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
If P&C Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Folksam,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Storebrand,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Vienna Insurance Group,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Talanx,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
HDI,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Baloise,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Helvetia,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Swiss Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
La Mutuelle Générale,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
MAIF,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
MACIF,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Covéa,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Groupama,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Crédit Agricole Assurances,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
BNP Paribas Cardif,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Société Générale Assurances,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Lemonade,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Root Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Hippo,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Next Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Coalition,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
At-Bay,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Pie Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Kin Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Branch Insurance,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Ethos,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Ladder,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Bestow,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Haven Life,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Policygenius,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Zinnia,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Majesco,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Guidewire,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Duck Creek Technologies,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Applied Systems,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Vertafore,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Sapiens,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
CCC Intelligent Solutions,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Solera,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Verisk,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Moody’s RMS,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Earnix,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Shift Technology,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Tractable,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Snapsheet,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Bold Penguin,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Cover Genius,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Wefox,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Zego,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Alan,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
ManyPets,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
Bought By Many,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Marsh McLennan,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Aon,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
WTW,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Gallagher,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Brown & Brown,Insurance,"Claims intake, evidence handling, underwriting support, escalation, and recovery-path review",Insurance Claims Agent Diagnostic Pack candidate skin,High,unverified
IXL Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Khanmigo,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Renaissance Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Freckle,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Nearpod,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Flocabulary,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Edmentum,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Exact Path,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
i-Ready,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Curriculum Associates,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
DreamBox Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Lexia Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Rosetta Stone,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Cambium Learning Group,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Amplify,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Newsela,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Achieve3000,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
HMH,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Savvas Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
McGraw Hill,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Cengage,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Wiley,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Scholastic,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Discovery Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Age of Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
ABCmouse,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Adventure Academy,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Course Hero,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Brainly,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Numerade,DevTools,"Agentic software, code-generation, task-completion, handoff, and evidence-boundary review",Core Agentic Workflow Diagnostic,High,unverified
Photomath,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Symbolab,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Desmos,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
GeoGebra,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Wolfram Alpha,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Art of Problem Solving,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Brilliant,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
OpenStax,Finance,"Financial workflow, reconciliation, evidence handling, escalation, and recovery-path review",Finance/Reconciliation Agent Diagnostic Pack,High,unverified
Codecademy,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
DataCamp,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
edX,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
